Sentiment,Tweet
positive,@SouthwestAir All's well. I got comped with multiple other bags which just made my day! http://t.co/1AAVvoREpH
positive,"@JetBlue @jeff_hofmann @DeniseJTaylor @LaurieAMeacham Good one! And indeed, it's JetBlue's finest day in history!"
negative,@AmericanAir I lost my (basket) ballbag on your plane
negative,@SouthwestAir #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it
negative,@USAirways platinum flyer bought tkt in AA. Also both accounts are linked. So WHY can't I check in for flight tomorrow?
negative,@USAirways seems to be the only airline without a dedicated line for status members
negative,@united My feedback and concerns via your site arent going to improve my poor airport experiences.
neutral,"@JetBlue I want to enter the family pooling contest, it says ""by 2/19"" on the website, can I please enter still!"
neutral,@united !!!!! YAAYY!!! YAY PROM!!!! http://t.co/DXicoyioxF
negative,@united Flight 6212...massive fail! They delaying to transport a crew member causing many to miss connections! Unreal!
negative,"@USAirways yeah I know that but that doesn't get me my money back does it, everytime I fly with you something bad happens."
negative,@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail
negative,"I was a bit steamed in conjunction w/my new 7-hour wait at first, but having sat down and bought a bit of tea, I've settled some @JetBlue"
negative,@AmericanAir  is the worst airline to ever travel with!!!! The worst!! They're equivalent to DIRT!!!!!!
neutral,"@united Okay, thank you both."
neutral,"@united The guidelines say 10x9x17, my bag is 20x15.7x8.7, so it's a bit taller than the guidelines. Is that gonna be a problem?"
negative,@united I'm a first time solo female traveller and it's pretty scary being in a foreign place not knowing where your belongings are...
neutral,@USAirways International
neutral,"@united For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines."
negative,@united I think I left my phone on my flight. Help!
negative,@AmericanAir your cabin 'thank you' message reminds people about having choices when they fly. I will be choosing another airline next time.
neutral,@VirginAmerica should use this in their next airline commercial lol :: http://t.co/pXEXIlSjBs
negative,@JetBlue how long does it take for a bag to get to the baggage belt!!!!!#toolong of a wait
negative,@united - Thanks. Formed submitted. I'm not betting someone would be honest enough to turn it in though...
negative,"@AmericanAir --(pt 2) and the AA reservations phone number has been less than helpful, telling me to change things online when I can't."
negative,"@AmericanAir on plane for JFK-&gt;SFO, been sitting here for 1.5 hours waiting for push crew, how is this acceptable?"
negative,"@United says we had a weather delay in #YXE this morning. The ""weather"" didn't affect any other airline. #UA6136 http://t.co/4JdvK8tCqx"
neutral,@SouthwestAir Tell me the secrets to flying high #RedCarpet
neutral,@SouthwestAir PLEASE HELP! I would die to see the Vegas show! It would be amazing to hear their songs for real!
negative,"@united thanks for letting me sleep at DIA to ensure you ruin as much of my vacation as possible. Wait, no, fuck you. #unitedairlinessucks"
positive,@JetBlue Beatriz and Susan. Gate 4 MCO.
negative,@United rescheduled my return flight from #Japan?  Uh why?  Trying to call #UnitedAirlines #customerservice - 45 min wait.  #fun
negative,"@JetBlue That makes sense. It sucks, though, because now I'll be stuck in the airport for 5+ hours and Late Flight to my meeting."
positive,@SouthwestAir about time! Thank you!
positive,"@USAirways: @jdbwaffles We're excited to have you fly with us, JB! When will this be? Spring Break !!!"
neutral,"@united @jeffsmisek @RobertFor39 @Fioretti2ndWard @garcia4chicago  
FAA invest near miss on O'Hare runway last wk:http://t.co/jVJ73ZZa4A"
negative,"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?"
negative,@JetBlue something they're not telling us (2)
neutral,@JetBlue I hope so because I fly very often and would hate to change airlines.
negative,@USAirways I've been on hold for 40 minutes just to get a receipt. I know you guys are busy but I think it's time to higher more staff!
negative,@SouthwestAir Cancelled Flightled my flight won't refund me and told me 2 call customer service n been holding for 30 minutes still waitin #BadService
negative,@united or how about next time my bag is underweight you guys credit me $200. Or how about I take my business to an airline that cares.
positive,@JetBlue thank you guys! You are the best! 
negative,"@JetBlue after applying my new tag, she left my bag on the ground rather than loading on the conveyer belt..I had to walk back 50 yards"
negative,"@USAirways this is my 2nd attempt to call US airways dividend miles, 52 minutes no help hung up - #usairways #BS http://t.co/GiEnNyqN22"
neutral,@SouthwestAir inflight entertainment.  Tonight a Willie Nelson impersonator sang for the passengers #peanutsandtoons http://t.co/kCDdOD7uFF
negative,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?"
positive,@SouthwestAir @MichaelBColeman - thanks for making new direct flight to San Francisco.
neutral,@JetBlue: Our fleet's on fleek. http://t.co/y5qE9HcQzT why.
negative,"@AmericanAir 1-the lavatory freezes, 2- problem with a nitrogen line 3-a low tire with the inflating equipment malfunctioning #AA2444 and..."
negative,@united Y do U not reply to customer refund forms??????????? #unitedairlines
negative,@AmericanAir me up in a hotel tonight and expect me to now pay even more money. I don't have that money!! I was supposed to get a call back
neutral,@united The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/N2fvElcYgz
negative,"@SouthwestAir No no no. SWA low fares and on-time service is great! But manufactured quirkiness? Mmm, not so much. Signed, -CaptiveAudience"
negative,@SouthwestAir Two delayed flights in a row. Neither one of them explained
negative,"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,"
negative,@SouthwestAir I'm here @ChicagoMidway airport.  I've waited 3 hours for my bag. No one knows shit. Mgmt knows nothing.  #Very mad customer
positive,@JetBlue Start including PTO in your getaway packages and I'm all in
negative,@USAirways 4 hours . How do I change my flight that was Cancelled Flightled ?
neutral,"@JetBlue absolutely, my girlfriend and I will be Flight Booking Problems our Mexico flights in the next day or two, will send a Tweet when it's done!"
neutral,"@AmericanAir guarantee no retribution? If so, I'd be glad to share."
negative,"@united - tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time??"
negative,.@AmericanAir Advised GAs and pilot of my flight. Too bad no one took action.
neutral,@VirginAmerica no A's channel this year?
neutral,@united same day flights
positive,@USAirways DOMINICK L. at La Guardia airport NYC gives the absolute best customer service! Thanku! Checking in made easy!
neutral,@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday
neutral,@united I just sent a long note with some suggestions. Thanks for getting back to me.
negative,"@USAirways any guesstimate on hold times? Can't change my flight online, at 45 mins and counting..."
positive,"@JetBlue Btw, thanks for responding quickly!!"
negative,@AmericanAir 4828 but I just missed it because no one is at the gate to marshall us in so now I have to rent a car &amp; drive 5 hrs. So thanks.
positive,@AmericanAir Didn't really need anything. Saw your mentions are often negative. Keep up the good work. #gratitude  
